"API","operator","well","section","twn","rng","reservoir","field","firstProd","cumOil","cumGas","fluid","proppant","TVD","perf","surfLat","surfLong","bhLat","bhLong","ppf","gor"
"3305305804","NEWFIELD","WEHRUNG  150-99-14-23-4H","11","150","99","Middle Bakken","SOUTH TOBACCO GARDEN",2015-05-01,32560,54646,2875749.62684364,3625854.30160755,11046.6,11029,47.820011756,-103.317878209,47.790962557,-103.319414495,328.756396917903,1.67831695331695
"3305305809","QEP","MOBERG  1-18BH","18","149","95","Middle Bakken","GRAIL",2015-05-01,76423,110387,3477074.51856394,5269653.94963766,10954.5,5591,47.717303719,-102.882348421,47.731232232,-102.879522632,942.524405229415,1.44442118210486
"3305305810","QEP","MOBERG  2-18BH","18","149","95","Middle Bakken","GRAIL",2015-05-01,51281,106852,2693921.14841188,3927604.56627092,10942.8,5503,47.717231338,-102.883525902,47.731218437,-102.885253954,713.720618984358,2.08365671496266
"3305305812","QEP","MOBERG  4-18BH","18","149","95","Middle Bakken","GRAIL",2015-05-01,50318,86399,3432877.14345315,5231307.83496472,10995.2,5688,47.717049734,-102.897016272,47.73119963,-102.896509212,919.709534979732,1.71705950157001
"3305305813","HESS BAKKEN INVESTMENTS II","HA-SWENSON-  LW-152-95-1819H-1","18","152","95","Middle Bakken","HAWKEYE",2015-05-01,60326,137782,2126080.39925509,2496762.5557949,10644.6,9994,47.990454425,-102.89625013,47.964212374,-102.898292544,249.826151270252,2.28395716606438
"3305305814","HESS BAKKEN INVESTMENTS II","HA-SWENSON-  152-95-1819H-8","18","152","95","Middle Bakken","HAWKEYE",2015-05-01,61867,143056,2020423.01842713,2613562.64349799,10696.6,10484,47.991574726,-102.894389697,47.963929092,-102.896038029,249.290599341663,2.31231512761246
"3305305816","HESS BAKKEN INVESTMENTS II","BW-R PETERSON-  149-99-1102H-5","14","149","99","Middle Bakken","CHERRY CREEK",2015-05-01,29436,50881,1866174.3864197,2043143.96887611,11146.1,11296,47.731888471,-103.312114436,47.760749558,-103.306880753,180.873226706454,1.72852969153418
"3305305817","HESS BAKKEN INVESTMENTS II","BW-KRAETSCH-  149-99-1423H-5","14","149","99","Middle Bakken","CHERRY CREEK",2015-05-01,29645,51435,2160175.78156937,2079141.19047283,11085.8,10733,47.730672576,-103.312922548,47.704303041,-103.306750719,193.71482255407,1.73503120256367
"3305305818","XTO","DAVE  11X-16A","16","150","98","Middle Bakken","SIVERSTON",2015-05-01,45238,91043,4347836.52316126,3931431.15793327,11146.2,10879,47.818251812,-103.23577094,47.847193224,-103.238011953,361.377990434164,2.01253371059729
"3305305820","HESS BAKKEN INVESTMENTS II","BW-SORENSON-  149-99-1324H-5","13","149","99","Middle Bakken","CHERRY CREEK",2015-05-01,29146,37703,2022460.03337554,2242886.09801824,11109.2,10366,47.731721426,-103.286105859,47.704299208,-103.285216898,216.369486592538,1.29359088725726
"3305305822","XTO","GILBERTSON   34X-26BXC","26","153","95","Middle Bakken","CHARLSON",2015-05-01,40015,103585,2050006.00071876,1921664.36598724,10427,5361,48.03909356,-102.855742616,48.051966914,-102.860561118,358.452595781989,2.5886542546545
"3305305825","QEP","STATE  1-16-21BH","16","150","95","Middle Bakken","GRAIL",2015-08-01,NA,NA,5544297.93478769,7895973.13678148,10704.7,10452,47.817757833,-102.838637659,47.790209072,-102.836962045,755.450931571132,1.66395191002521
"3305305826","QEP","STATE  2-16-21BH","16","150","95","Middle Bakken","GRAIL",2015-05-01,88620,115801,5853816.01083216,8823610.90023192,10697.3,10593,47.818174035,-102.83925986,47.790209528,-102.841952181,832.966194678743,1.3067140600316
"3305305828","QEP","STATE  3-16-21BH","16","150","95","Middle Bakken","GRAIL",2015-07-01,NA,NA,2545366.42829602,2696949.35770583,10662.4,11006,47.818025514,-102.8405023,47.790207034,-102.845664984,245.043554216412,1.3963421312014
"3305305829","PETRO-HUNT DAKOTA","D ANNUNZIO  5-7-6H","18","148","102","Middle Bakken","BOXCAR BUTTE",2015-05-01,33737,37133,11019023.7640134,12003719.6242316,10979.3,8970,47.646688729,-103.724928046,47.670258985,-103.723694262,1338.20731596784,1.10066099534636
"3305305831","PETRO-HUNT DAKOTA","D ANNUNZIO  3-7-6H","18","148","102","Middle Bakken","BOXCAR BUTTE",2015-05-01,30902,24730,8436370.98363562,3331766.62368476,10955.8,10307,47.646736358,-103.727039093,47.674120635,-103.728300549,323.252801366523,0.800271827066209
"3305305832","NINE POINT","WAHLSTROM  152-102-34-27-4H","3","151","102","Middle Bakken","ELK",2015-05-01,45026,20644,4638445.19090843,4007622.90026718,10848.9,10791,47.934747692,-103.728411915,47.963361146,-103.730948046,371.385682537965,0.458490649846755
"3305305833","NINE POINT","WAHLSTROM  152-102-34-27-3H","3","151","102","Middle Bakken","ELK",2015-05-01,42161,25101,4493646.64453373,4014348.98896594,10832.5,10886,47.934752308,-103.726366642,47.963363944,-103.729073309,368.762538027369,0.595360641351012
"3305305834","NINE POINT","WAHLSTROM  152-102-34-27-2H","3","151","102","Middle Bakken","ELK",2015-05-01,33293,19460,4860527.91937431,5294880.52838797,10845.3,10803,47.934518128,-103.724740403,47.963359904,-103.726554173,490.13056821142,0.58450725377707
"3305305835","NINE POINT","WAHLSTROM  152-102-34-27-1H","3","151","102","Middle Bakken","ELK",2015-05-01,31966,15745,4708633.83337842,5129412.69204223,10843.3,10815,47.934464937,-103.723778262,47.963358531,-103.724167003,474.286887844866,0.492554589251079
"3305305837","HESS BAKKEN INVESTMENTS II","HA-ROLFSRUD-  152-96-1720H-2","17","152","96","Middle Bakken","WESTBERG",2015-05-01,73070,192242,2149260.97040551,2639651.80347787,10706.6,10574,47.990460243,-102.987102797,47.963985041,-102.992354162,249.636069933598,2.63092924592856
"3305305838","HESS BAKKEN INVESTMENTS II","HA-ROLFSRUD-  152-96-1720H-3","17","152","96","Middle Bakken","WESTBERG",2015-05-01,69900,252929,1974957.34445885,2605693.50934226,10621.4,10360,47.990233229,-102.986765992,47.963991124,-102.991001374,251.514817504079,3.61844062947067
"3305305840","HESS BAKKEN INVESTMENTS II","HA-ROLFSRUD-  152-96-1720H-5","17","152","96","Middle Bakken","WESTBERG",2015-05-01,81326,281833,2071633.35151473,2533547.43811772,10631.4,10150,47.990642344,-102.985718178,47.963985353,-102.988064884,249.610585036228,3.46547229668249
"3305305852","OASIS","LUKE  14-12H","12","151","100","Middle Bakken","POE",2015-07-01,NA,NA,5384397.06788538,6907961.27548524,11186.1,10385,47.906849824,-103.427115813,47.934555933,-103.426370531,665.18644925231,1.40032577577413
"3305305854","OASIS","CALVIN  2-13H","13","151","100","Middle Bakken","POE",2015-05-01,45694,64151,3740722.33966439,5251334.78940433,11127,10790,47.905659766,-103.420089917,47.934485248,-103.421805216,486.685337294192,1.40392611721451
"3305305856","CONTINENTAL","JAMESTOWN FEDERAL  2-17H","8","152","99","Middle Bakken","BANKS",2015-05-01,117234,173443,12470607.7319399,5780359.69705962,11074.3,10960,47.993480492,-103.387077041,47.964574387,-103.388320643,527.405081848506,1.4794598836515
"3305305859","NINE POINT","NYGAARD  150-101-28-33-4H","28","150","101","Middle Bakken","PRONGHORN",2015-05-01,32639,29599,4257832.28577245,3862789.98048455,10958.7,10159,47.789152726,-103.609095215,47.762162265,-103.607120868,380.233288757216,0.906859891540795
"3305305860","NINE POINT","NYGAARD  150-101-28-33-3H","28","150","101","Middle Bakken","PRONGHORN",2015-05-01,33716,31875,4363660.65506561,4753611.58669651,10966.8,10082,47.789045913,-103.611451241,47.762164598,-103.609933373,471.494900485668,0.94539684422826
"3305305861","NINE POINT","NYGAARD   150-101-28-33-2H","28","150","101","Middle Bakken","PRONGHORN",2015-05-01,37694,48247,3958800.83531869,3859712.45820472,10955.4,10390,47.789665307,-103.613610408,47.762165481,-103.612575531,371.483393474949,1.27996498116411
"3305305864","XTO","RIECKHOFF  21X-3B","3","151","99","Middle Bakken","NORTH TOBACCO GARDEN",2015-05-01,78816,114869,4374883.69986846,3733228.60990428,11307.2,10114,47.933733471,-103.340193444,47.906800171,-103.339467248,369.114950554111,1.45743250101502
"3305305867","NINE POINT","PAULSON  150-101-23-14-2H","23","150","101","Middle Bakken","RAWSON",2015-05-01,37168,47456,4442624.68051714,4242932.81870781,11022.6,10409,47.791153972,-103.569855309,47.818747768,-103.568289503,407.621560064157,1.27679724494189
"3305305868","NINE POINT","PAULSON  150-101-23-14-3H","23","150","101","Middle Bakken","RAWSON",2015-05-01,43829,62261,4447934.57035696,4244506.27107348,11037,10469,47.791157185,-103.568995695,47.818745661,-103.566438994,405.435693100916,1.42054347578088
"3305305869","NINE POINT","PAULSON   150-101-23-14-4H","23","150","101","Middle Bakken","RAWSON",2015-05-01,57093,96710,3928083.91985508,1506079.99239279,11047.5,10443,47.79129134,-103.566878585,47.818752808,-103.564273831,144.219093401589,1.69390293030669
"3305305876","PETRO-HUNT DAKOTA","EXCALIBUR  7-25-36H","25","149","102","Middle Bakken","BOXCAR BUTTE",2015-08-01,NA,NA,10229882.2640034,4966131.61914826,10908.3,10385,47.70288063,-103.671763424,47.67529216,-103.671199092,478.202370644994,0.836461740380409
"3305305881","QEP","LINSETH  3-22-15BH","15","149","95","Middle Bakken","GRAIL",2015-05-01,82528,122895,6232369.70288492,10160864.8850314,11063.8,10659,47.732033952,-102.828171238,47.703848307,-102.826599093,953.266243083911,1.48913096161303
"3305305883","QEP","LINSETH  4-22-15BH","15","149","95","Middle Bakken","GRAIL",2015-05-01,79516,112899,6244641.00148319,10022006.272355,11040.7,10844,47.732210473,-102.829160948,47.703766021,-102.83200815,924.198291438123,1.41982745610946
"3305305886","WHITING","GUNDER T.  31-30-2H","30","151","101","Middle Bakken","LONESOME",2015-05-01,35552,43906,7710084.21177353,8399082.45407351,10905.1,10160,47.875869267,-103.656166462,47.849120671,-103.654474318,826.681343904873,1.2349797479748
"3305305887","WHITING","GUNDER T.  31-30-3H","30","151","101","Middle Bakken","LONESOME",2015-05-01,41067,49874,7747515.29548149,8439858.50136083,10889.1,10303,47.875662902,-103.655274038,47.849196027,-103.650270103,819.16514620604,1.21445442812964
"3305305889","BURLINGTON","COPPER DRAW  11-27MBH","27","150","96","Middle Bakken","JOHNSON CORNER",2015-05-01,92321,119669,4991212.08617991,7590696.55787865,10909.6,10473,47.788944971,-102.961442325,47.76136746,-102.960611406,724.787220269135,1.29622729389846
"3305305890","BURLINGTON","LILLIBRIDGE  11-27MBH NH","27","150","96","Middle Bakken","JOHNSON CORNER",2015-05-01,46088,64405,2727203.02189893,3874141.57241808,10793.5,11080,47.788900285,-102.960754287,47.817997907,-102.960176724,349.651766463726,1.39743534108662
"3305305891","CONTINENTAL","OLSON  3-8H","8","151","96","Middle Bakken","EDGE",2015-05-01,119213,437215,8083987.12550199,8848618.51543154,10580.3,10075,47.906969891,-102.993490506,47.933641094,-102.992384512,878.274790613553,3.66751109358879
"3305305893","HESS BAKKEN INVESTMENTS II","BW-HEDSTROM-  149-100-1201H-2","12","149","100","Middle Bakken","ELLSWORTH",2015-05-01,26762,42699,1753636.09119106,2040484.2396215,11073.2,9804,47.7342811,-103.416045423,47.760661563,-103.417857585,208.127727419574,1.59550855690905
"3305305894","HESS BAKKEN INVESTMENTS II","BW-HEDSTROM-  149-100-1201H-3","12","149","100","Middle Bakken","ELLSWORTH",2015-05-01,30236,55891,1721579.06202269,2035677.586649,11062.8,10052,47.734144187,-103.41549659,47.760660694,-103.414108608,202.514682316853,1.84849186400318
"3305305895","BURLINGTON","SHENANDOAH  24-36MBH","36","153","96","Middle Bakken","KEENE",2015-05-01,142853,272562,2568105.24219578,3785612.16749085,10373.4,10225,48.025167332,-102.972604279,48.052213237,-102.974192629,370.231018825511,1.90798933169062
"3305305897","BURLINGTON","SHENANDOAH  34-36MBH","36","153","96","Middle Bakken","KEENE",2015-05-01,134423,267554,2605245.82919657,3786416.73720742,10379.8,10324,48.025152801,-102.971653698,48.05221912,-102.969403048,366.758692096805,1.99038854957857
"3305305898","XTO","RIECKHOFF  21X-3A","3","151","99","Middle Bakken","NORTH TOBACCO GARDEN",2015-05-01,58143,75252,3661159.47272521,3520570.14780104,11292.5,9444,47.933508652,-103.341358933,47.90913197,-103.344698514,372.783793710402,1.29425726226717
"3305305899","BRUIN","FORT BERTHOLD  152-93-19D-18-10H","19","152","93","Middle Bakken","FOUR BEARS",2015-12-01,NA,NA,6108519.98741173,5167740.30513972,10564,10843,47.962773868,-102.624499913,47.991480547,-102.62442196,476.59691092315,1.57505543926551
"3305305901","BRUIN","FORT BERTHOLD  152-93-19D-18-14H","19","152","93","Middle Bakken","FOUR BEARS",2015-12-01,NA,NA,6020914.29593871,4945148.61516946,10544.1,10510,47.963838295,-102.622871479,47.991479507,-102.621228458,470.518421995192,1.16634659640992
"3305305903","XTO","OMLID  41X-13D","13","151","98","Middle Bakken","SIVERSTON",2015-05-01,66707,179473,3783158.83122255,3826492.38408384,11026.2,10180,47.904190704,-103.158352316,47.877254702,-103.160090962,375.883338318648,2.69046726730328
"3305305905","XTO","OMLID  41X-13C","13","151","98","Middle Bakken","SIVERSTON",2015-05-01,59233,169125,4233288.62326149,4142547.51176823,11053.9,10888,47.904531741,-103.158978667,47.877272055,-103.165495204,380.469095496715,2.85524960748232
"3305305908","XTO","HOFFMANN  14X-12B","12","149","98","Middle Bakken","SIVERSTON",2015-05-01,57173,139552,4039268.24327765,4052447.06650283,11139.9,10668,47.733350525,-103.173558754,47.760465848,-103.167906559,379.869428806039,2.44087243978801
"3305305910","XTO","HOFFMANN   14X-12A","12","149","98","Middle Bakken","SIVERSTON",2015-05-01,65702,158727,4714334.70801451,3797053.13776085,11159.3,10186,47.733678716,-103.173950402,47.760464647,-103.173331528,372.771759057613,2.41586253082098
"3305305915","ABRAXAS","STENEHJEM  27-34-3H","27","150","97","Middle Bakken","NORTH FORK",2015-05-01,52144,106814,3505515.59599001,3494967.42019681,10946.9,10448,47.789006812,-103.072774076,47.761553681,-103.07393196,334.510664260797,2.04844277385701
"3305305922","BURLINGTON","SIVERTSON RUSH  1-7-9MBH ULW","9","151","97","Middle Bakken","ELIDAH",2015-05-01,176835,254355,11788375.6819221,4686938.49041082,10989.1,10659,47.905641477,-103.090676986,47.933892653,-103.090777092,439.716529731759,1.43837475612859
"3305305925","BURLINGTON","COPPER DRAW  41-27MBH-ULW","27","150","96","Middle Bakken","CROFF",2015-06-01,NA,NA,4415781.58725192,6687453.84180852,10862.9,10119,47.788311956,-102.942827935,47.761364596,-102.941792655,660.880901453555,1.11438508048434
"3305305927","BURLINGTON","LILLIBRIDGE  41-27MBH","27","150","96","Middle Bakken","JOHNSON CORNER",2015-06-01,NA,NA,3215412.02161086,4533286.14001848,10763,10923,47.788973362,-102.943658599,47.818039042,-102.944102196,415.022076354343,0.951608332152473
"3305305935","NEWFIELD","LOOMER  150-99-2-11-5H","2","150","99","Middle Bakken","TOBACCO GARDEN",2015-05-01,36787,59104,2967015.28692496,3715832.13008494,11062.5,10559,47.847720086,-103.309043396,47.819836231,-103.307103889,351.91136756179,1.60665452469622
"3305305936","NEWFIELD","LOOMER  150-99-2-11-4H","2","150","99","Middle Bakken","TOBACCO GARDEN",2015-05-01,34994,55716,3180580.79255276,4278936.01196447,11051.8,10468,47.847720941,-103.311113568,47.819841373,-103.31113417,408.763470764661,1.59215865576956
"3305305938","XTO","MCCOY  44X-23D","23","151","98","Middle Bakken","SIVERSTON",2015-05-01,84394,243496,3965826.08801403,3809368.04315687,11062.5,10194,47.877924771,-103.180746289,47.905039089,-103.180819939,373.687271253372,2.88522880773515
"3305305941","XTO","LUNDIN FEDERAL  31X-9D","9","149","97","Middle Bakken","NORTH FORK",2015-05-01,69721,142458,3869976.99504994,3726816.96876602,11035.6,11128,47.74597029,-103.098456437,47.718472744,-103.095764813,334.904472390908,2.04325812882776
"3305305945","WHITING","GUNDER T.  21-30H","30","151","101","Middle Bakken","LONESOME",2015-05-01,51737,54874,3228896.90259082,3517441.64858149,10900.1,10330,47.875912866,-103.662808301,47.849027137,-103.666476888,340.507419998208,1.06063358911417
"3305305946","WHITING","GUNDER T.  21-30-2H","30","151","101","Middle Bakken","LONESOME",2015-05-01,42268,47361,2520483.50159341,2745722.11827312,10900.4,10060,47.875722218,-103.662417218,47.849027231,-103.662138092,272.9346042021,1.12049304438346
"3305305947","CONTINENTAL","HARRISBURG  1-34H","34","153","101","Middle Bakken","INDIAN HILL",2015-05-01,65980,55484,12087657.4295501,6147760.15815231,10783.5,10461,48.025058748,-103.652933842,48.05264179,-103.655178011,587.683792959785,0.840921491361018
"3305305949","BURLINGTON","SHENANDOAH  44-36MBH ULW","36","153","96","Middle Bakken","KEENE",2015-05-01,200971,250186,12164475.1988211,4718688.42617978,10274.4,10395,48.02454747,-102.959131146,48.052119825,-102.957896928,453.938280536775,1.24488607809087
"3305305950","NINE POINT","STATE  152-102-36-25-3H","36","152","102","Middle Bakken","ELK",2015-05-01,39139,55227,4429289.80689044,4101173.93139735,10748.9,12689,47.93596302,-103.676253057,47.96341035,-103.67569838,323.207024304307,1.41104780398068
"3305305951","NINE POINT","STATE  152-102-36-25-4H","36","152","102","Middle Bakken","ELK",2015-05-01,46592,86312,4392106.52808336,4097731.31893441,10731,10325,47.936272444,-103.673152329,47.963409531,-103.670841299,396.874704013018,1.85250686813187
"3305305952","WHITING","GOOD SHEPHERD  41-15H","15","150","101","Middle Bakken","RAWSON",2015-05-01,42084,50611,2529923.86140214,3775279.79547986,10917.3,10193,47.818038303,-103.588513111,47.791089255,-103.589789425,370.37965225938,1.20261857237905
"3305305953","WHITING","GOOD SHEPHERD  41-15-2H","15","150","101","Middle Bakken","RAWSON",2015-05-01,35710,44624,2294394.50993937,2499429.07779492,10918.7,10183,47.817986839,-103.587645061,47.791228201,-103.586787852,245.451151703322,1.24962195463456
"3305305954","OASIS","WADE FEDERAL  5300 41-30 6B","30","153","100","Middle Bakken","BAKER",2015-06-01,NA,NA,8394971.98052684,9550419.80778856,10811.8,10293,48.041438827,-103.60298287,48.041611215,-103.562244468,927.855805672648,0.478652434956638
"3305305955","WHITING","GOOD SHEPHERD  21-15-2H","15","150","101","Middle Bakken","RAWSON",2015-05-01,38579,40480,2436711.08880872,2654463.52977666,10906.2,10313,47.81861283,-103.59660747,47.791224502,-103.598151195,257.390044582242,1.04927551258457
"3305305956","WHITING","GOOD SHEPHERD  21-15H","15","150","101","Middle Bakken","RAWSON",2015-05-01,39714,42877,2490467.07655578,2713023.32770964,10914.8,10512,47.818565148,-103.598921654,47.791119401,-103.602205577,258.08821610632,1.0796444578738
"3305305959","PETRO-HUNT","USA  153-96-24C-13-3H","25","153","96","Middle Bakken","KEENE",2017-10-01,NA,NA,4288716.70921384,5260875.71775131,10171.8,11078,48.052555636,-102.97223159,48.080939227,-102.976610224,474.893998713785,1.61791550373638
"3305305960","PETRO-HUNT","USA  153-96-24C-13-4H","25","153","96","Middle Bakken","KEENE",2017-10-01,NA,NA,4131175.17083977,5656179.7130953,10166.9,10693,48.052382241,-102.970434683,48.080927557,-102.971491182,528.96097569394,1.69995371016686
"3305305962","PETRO-HUNT","USA  153-96-24D-13-6H","25","153","96","Middle Bakken","KEENE",2017-10-01,NA,NA,4580495.95942488,5265234.39200922,10163,10856,48.052411939,-102.968962722,48.080904592,-102.966524474,485.006852616914,1.5251043073388
"3305305963","NINE POINT","STATE  152-102-36-25-8H","36","152","102","Middle Bakken","ELK",2015-05-01,48568,36205,4429289.80689044,4101173.93139735,10731.2,10224,47.9364403,-103.686617679,47.963427913,-103.687841042,401.132035543559,0.745449678800857
"3305305964","NINE POINT","STATE  152-102-36-25-7H","36","152","102","Middle Bakken","ELK",2015-05-01,41569,43763,3975140.87724638,1898064.44746239,10705.4,10294,47.936119076,-103.684580332,47.963427852,-103.685618135,184.385510730755,1.05277971565349
"3305305966","NEWFIELD","ROLFSRUD STATE  152-96-29-32-3HX","29","152","96","Middle Bakken","WESTBERG",2015-05-01,28819,80107,2353915.14132617,2575037.41724703,10653.8,7580,47.96308179,-102.997197672,47.943289883,-102.996160644,339.714698845254,2.77965925257643
"3305305969","HESS BAKKEN INVESTMENTS II","HA-DAHL-  152-95-0706H-5","7","152","95","Middle Bakken","HAWKEYE",2015-05-01,75026,219235,1874418.49114205,2282973.8712133,10391.7,11447,47.992563479,-102.895177259,48.022934909,-102.894068665,199.438618958094,2.92212033161837
"3305305971","HESS BAKKEN INVESTMENTS II","HA-DAHL-  152-95-0706H-7","7","152","95","Middle Bakken","HAWKEYE",2015-05-01,70178,216194,1580222.5065381,2215142.80946234,10407.8,11451,47.992294819,-102.896050422,48.022935339,-102.89608122,193.445359310308,3.08065205619995
"3305305974","QEP","SEVERIN  1-16-17BH","15","149","95","Middle Bakken","GRAIL",2015-05-01,75699,109767,10224040.3033611,16042233.066998,10974.5,10786,47.72926941,-102.833822785,47.72987582,-102.876335405,1487.31995800092,1.45004557523877
"3305305975","QEP","SEVERIN  2-16-17BH","15","149","95","Middle Bakken","GRAIL",2015-05-01,74573,99692,10130161.936015,15769988.947005,10975.2,10909,47.728048681,-102.833863317,47.726147908,-102.8763374,1445.59436676185,1.33683772947313
"3305305976","WHITING","TARPON FEDERAL  24-20-1H","20","153","96","Middle Bakken","SAND CREEK",2015-05-01,61866,210874,3168939.98230178,3452126.78257381,10617.3,10612,48.05392421,-103.058175446,48.081258614,-103.062503847,325.304069221052,3.40856043707368
"3305305979","WHITING","TARPON FEDERAL  24-20-2RH","20","153","96","Middle Bakken","SAND CREEK",2015-06-01,NA,NA,3474041.96968556,3784493.67748074,10592.8,10243,48.053989939,-103.057323458,48.08121716,-103.058599243,369.471217170823,4.4969815818818
"3305305981","NINE POINT","BRITT  151-102-4-9-1H","4","151","102","Middle Bakken","ELK",2015-05-01,47189,46805,4407596.03623526,3991203.18183969,10854.3,10435,47.934254564,-103.740548156,47.906797048,-103.742813347,382.482336544292,0.991862510330797
"3305305982","NINE POINT","BRITT  151-102-4-9-2H","4","151","102","Middle Bakken","ELK",2015-05-01,36347,36634,4473470.55876145,4003910.78448285,10859.8,10360,47.934441436,-103.739337293,47.906801016,-103.740357764,386.477874950082,1.00789611247146
"3305305983","NINE POINT","BRITT  151-102-4-9-3H","4","151","102","Middle Bakken","ELK",2015-05-01,40209,48398,4446046.90990181,4236295.7194821,10846.3,10337,47.934170742,-103.73858046,47.906799062,-103.73793599,409.818682352917,1.20366087194409
"3305305984","NINE POINT","BRITT  151-102-4-9-4H","4","151","102","Middle Bakken","ELK",2015-05-01,41074,33724,4472307.71081511,4276494.64108987,10845.8,10342,47.934208961,-103.737632431,47.906807011,-103.73570326,413.507507357365,0.821054681793836
"3305305987","HESS BAKKEN INVESTMENTS II","HA-SANFORD-  152-96-1819H-2","17","152","96","Middle Bakken","WESTBERG",2015-09-01,NA,NA,1929489.5651563,2529217.61775198,10720,10955,47.992606978,-103.009580977,47.964010865,-103.012927403,230.873356253033,3.29879206596835
"3305305989","HESS BAKKEN INVESTMENTS II","HA-SANFORD-  152-96-1819H-4","17","152","96","Middle Bakken","WESTBERG",2015-10-01,NA,NA,2951025.29803864,3667126.71266183,10689.4,10799,47.992446129,-103.007989549,47.9640137,-103.009940311,339.580212303161,3.1958697954938
"3305305991","HESS BAKKEN INVESTMENTS II","HA-SANFORD-  LE-152-96-1819H-1","17","152","96","Middle Bakken","WESTBERG",2015-10-01,NA,NA,2749711.53191094,3606311.33081816,10647.3,10264,47.991222822,-103.006657642,47.964013821,-103.00698245,351.355351794443,2.68592773840463
"3305305992","HESS BAKKEN INVESTMENTS II","BW-NORGARD-  149-100-1102H-2","11","149","100","Middle Bakken","ELLSWORTH",2015-05-01,39171,58475,919928.127884494,756548.325277838,11080.8,10039,47.734271757,-103.44637716,47.760775203,-103.447553699,75.3609249205935,1.49281356105282
"3305305993","HESS BAKKEN INVESTMENTS II","BW-NORGARD-  149-100-1102H-3","11","149","100","Middle Bakken","ELLSWORTH",2015-05-01,41621,46603,1950666.4339499,2060512.41480266,11100.9,10965,47.733195174,-103.44625675,47.760768305,-103.451302759,187.917228892172,1.11969919031258
"3305305994","HESS BAKKEN INVESTMENTS II","BW-ARNEGARD STATE-  151-100-3625H-6","36","151","100","Middle Bakken","SANDROCKS",2015-05-01,87783,127552,1961312.28937095,2013646.63045997,11171.7,10570,47.84864644,-103.431687077,47.876438675,-103.430788717,190.505830696308,1.45303760409191
"3305305995","OASIS","WADE FEDERAL  5300 31-30 2B","30","153","100","Middle Bakken","BAKER",2015-08-01,NA,NA,9570613.26061554,9990229.48092747,10819.1,10391,48.042582953,-103.603123547,48.044319749,-103.562246584,961.430996143535,0.810495991983968
"3305306000","NEWFIELD","JOHNSON  150-99-34-27-4H","34","150","99","Middle Bakken","SOUTH TOBACCO GARDEN",2015-05-01,46716,65601,3059356.67255861,3719525.53241324,11026.5,11587,47.761556376,-103.329551652,47.789700371,-103.337574013,321.008503703568,1.40425122013871
"3305306002","CONTINENTAL","BAILEY  5-24H","25","150","97","Middle Bakken","PERSHING",2015-05-01,96568,171306,5997231.33275184,6533163.46182282,10816.8,11180,47.788385334,-103.032749378,47.818124147,-103.031474404,584.361669214922,1.77394167840278
"3305306006","CONTINENTAL","WILEY   5-25H","25","150","97","Middle Bakken","PERSHING",2017-08-01,NA,NA,12956758.9305246,9057166.7712701,10840.8,9898,47.787649772,-103.032802734,47.76151575,-103.031461121,915.050189055375,2.2827382137123
"3305306010","OASIS","CHALMERS  5301 44-24 3BR","24","153","101","Middle Bakken","BAKER",2015-05-01,94438,34463,11651675.7948864,24822515.3114037,10719.8,10714,48.055771448,-103.6047049,48.054941076,-103.562086852,2316.82987786109,0.364927253859675
"3305306013","CONTINENTAL","JAMESTOWN FEDERAL  6-17H","8","152","99","Middle Bakken","BANKS",2015-05-01,85672,129172,12682309.043618,6344703.13333787,11127.6,10802,47.99336124,-103.382762605,47.96456141,-103.382798358,587.363741282898,1.50775049024185
"3305306019","OASIS","CHALMERS  5300 21-19 6B","19","153","100","Middle Bakken","BAKER",2015-09-01,NA,NA,9281066.54363944,4304298.7885165,10825.4,10380,48.061781126,-103.602347083,48.063699348,-103.561907516,414.672330300241,0.871995723975229
"3305306023","OASIS","CHALMERS  5300 21-19 9B","19","153","100","Middle Bakken","BAKER",2015-08-01,NA,NA,9319066.70935518,4269447.44892865,10824.8,10212,48.061422027,-103.60247466,48.061006306,-103.561972307,418.081418814008,0.937958828993498
"3305306024","OASIS","CHALMERS  5300 21-19 11B","19","153","100","Middle Bakken","BAKER",2015-08-01,NA,NA,9062724.10291555,4197204.6372865,10827.1,10454,48.061116321,-103.60245978,48.058785706,-103.561899475,401.492695359336,0.91143536174211
"3305306026","OASIS","KLINE FEDERAL  5300 41-18 10B","18","153","100","Middle Bakken","BAKER",2015-11-01,NA,NA,8593927.69897531,9552341.69246433,10776.5,10261,48.069037938,-103.602645302,48.069696332,-103.56196508,930.9367208327,1.00173310225303
"3305306029","OASIS","KLINE FEDERAL  5300 41-18 14BX","18","153","100","Middle Bakken","BAKER",2015-10-01,NA,NA,8842941.78964642,9426709.3877547,10772.3,10374,48.068495016,-103.60283011,48.06709767,-103.561853084,908.686079405697,1.30293142738761
"3305306032","QEP","JOHNSON  4-9-4BH","16","149","95","Middle Bakken","GRAIL",2015-05-01,156511,215212,8828470.48894776,15023325.6729348,10961.5,11916,47.729761867,-102.853082646,47.76019957,-102.853435335,1260.76919041078,1.37505989994313
"3305306034","QEP","STATE  4-16-21BH","16","150","95","Middle Bakken","GRAIL",2015-05-01,160211,208366,6892601.50404404,10113190.6386869,10764.3,10611,47.818009154,-102.852451954,47.790129032,-102.8500679,953.085537525855,1.30057237018682
